branch_id_1	branch_id_2	omega_no	ocn_no	omega_tip	ocn_tip	comparison	omega_zero	ocn_zero
0	52	7.5115	0.2391	7.4535	0.2391	no_vs_tip_invariant_sparse_fixed		
0	53	0.0023	0.0007	0.0023	0.0007	no_vs_tip_invariant_sparse_fixed		
0	54	0.2477	0.2063	0.2492	0.2063	no_vs_tip_invariant_sparse_fixed		
0	55	13.4546	0.0283	13.3555	0.0283	no_vs_tip_invariant_sparse_fixed		
0	56	0.0002	0.0001	0.0002	0.0001	no_vs_tip_invariant_sparse_fixed		
0	57	0.0426	0.0001	0.0421	0.0001	no_vs_tip_invariant_sparse_fixed		
0	58	0.0041	0.0005	0.0041	0.0005	no_vs_tip_invariant_sparse_fixed		
0	59	0.912	0.4369	0.9138	0.4369	no_vs_tip_invariant_sparse_fixed		
0	60	0.4696	0.2367	0.4758	0.2367	no_vs_tip_invariant_sparse_fixed		
0	61	0.0004	0.0	0.0004	0.0	no_vs_tip_invariant_sparse_fixed		
0	62	21.4242	0.9933	21.497	0.9933	no_vs_tip_invariant_sparse_fixed		
0	63	0.2013	0.0109	0.2017	0.0109	no_vs_tip_invariant_sparse_fixed		
0	64	12.9667	0.9942	12.8757	0.9942	no_vs_tip_invariant_sparse_fixed		
0	65	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
0	66	0.0009	0.0	0.0009	0.0	no_vs_tip_invariant_sparse_fixed		
0	67	0.1763	0.0103	0.1768	0.0103	no_vs_tip_invariant_sparse_fixed		
0	68	0.2594	0.0004	0.2594	0.0004	no_vs_tip_invariant_sparse_fixed		
0	69	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
0	70	0.007	0.0002	0.007	0.0002	no_vs_tip_invariant_sparse_fixed		
0	71	0.0003	0.0001	0.0003	0.0001	no_vs_tip_invariant_sparse_fixed		
0	72	0.0267	0.0011	0.0265	0.0011	no_vs_tip_invariant_sparse_fixed		
0	73	0.7491	0.2009	0.756	0.2009	no_vs_tip_invariant_sparse_fixed		
0	74	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
0	75	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
0	76	0.0131	0.0	0.013	0.0	no_vs_tip_invariant_sparse_fixed		
0	77	6.0393	0.0826	5.9932	0.0826	no_vs_tip_invariant_sparse_fixed		
0	78	0.5265	0.0252	0.5237	0.0252	no_vs_tip_invariant_sparse_fixed		
0	79	0.0325	0.0035	0.0329	0.0035	no_vs_tip_invariant_sparse_fixed		
0	80	0.052	0.014	0.0527	0.014	no_vs_tip_invariant_sparse_fixed		
0	81	0.3627	0.0009	0.3586	0.0009	no_vs_tip_invariant_sparse_fixed		
0	82	0.0012	0.0	0.0012	0.0	no_vs_tip_invariant_sparse_fixed		
0	83	0.0098	0.0004	0.0097	0.0004	no_vs_tip_invariant_sparse_fixed		
0	84	0.2713	0.0142	0.2717	0.0142	no_vs_tip_invariant_sparse_fixed		
0	85	0.0003	0.0	0.0003	0.0	no_vs_tip_invariant_sparse_fixed		
0	86	0.347	0.0634	0.3462	0.0634	no_vs_tip_invariant_sparse_fixed		
0	87	0.503	0.0405	0.5075	0.0405	no_vs_tip_invariant_sparse_fixed		
0	88	3.6952	0.3581	3.7324	0.3581	no_vs_tip_invariant_sparse_fixed		
0	89	0.0075	0.0032	0.0075	0.0032	no_vs_tip_invariant_sparse_fixed		
0	90	1.1115	0.1493	1.1102	0.1493	no_vs_tip_invariant_sparse_fixed		
0	91	0.4459	0.2339	0.4438	0.2339	no_vs_tip_invariant_sparse_fixed		
0	92	0.0008	0.0	0.0008	0.0	no_vs_tip_invariant_sparse_fixed		
0	93	4.0648	1.0087	4.0685	1.0087	no_vs_tip_invariant_sparse_fixed		
0	94	2.1173	0.1522	2.1341	0.1522	no_vs_tip_invariant_sparse_fixed		
0	95	0.0119	0.0	0.0119	0.0	no_vs_tip_invariant_sparse_fixed		
0	96	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
0	97	0.0144	0.0	0.0142	0.0	no_vs_tip_invariant_sparse_fixed		
0	98	0.0011	0.0	0.0011	0.0	no_vs_tip_invariant_sparse_fixed		
0	99	0.0044	0.001	0.0044	0.001	no_vs_tip_invariant_sparse_fixed		
0	100	0.4111	0.0294	0.4088	0.0294	no_vs_tip_invariant_sparse_fixed		
0	101	0.0001	0.0	0.0001	0.0	no_vs_tip_invariant_sparse_fixed		
0	102	0.0015	0.0004	0.0015	0.0004	no_vs_tip_invariant_sparse_fixed		
0	103	0.0091	0.0033	0.0093	0.0033	no_vs_tip_invariant_sparse_fixed		
0	104	90.6809	1.2499	90.1751	1.2499	no_vs_tip_invariant_sparse_fixed		
0	105	0.1416	0.0049	0.1429	0.0049	no_vs_tip_invariant_sparse_fixed		
0	106	1.246	0.2472	1.2542	0.2472	no_vs_tip_invariant_sparse_fixed		
0	107	1.9935	0.2227	2.0107	0.2227	no_vs_tip_invariant_sparse_fixed		
0	108	1.1493	1.87	1.1606	1.87	no_vs_tip_invariant_sparse_fixed		
0	111	0.0866	0.0054	0.0857	0.0054	no_vs_tip_invariant_sparse_fixed		
0	112	0.2588	0.3288	0.2607	0.3288	no_vs_tip_invariant_sparse_fixed		
0	113	0.0001	0.0	0.0001	0.0	no_vs_tip_invariant_sparse_fixed		
0	114	0.0159	0.0005	0.0157	0.0005	no_vs_tip_invariant_sparse_fixed		
0	115	0.0232	0.0017	0.0234	0.0017	no_vs_tip_invariant_sparse_fixed		
0	116	1.0272	0.0795	1.0349	0.0795	no_vs_tip_invariant_sparse_fixed		
0	118	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
0	119	0.004	0.0	0.004	0.0	no_vs_tip_invariant_sparse_fixed		
0	120	0.0004	0.0	0.0004	0.0	no_vs_tip_invariant_sparse_fixed		
0	121	0.0602	0.0012	0.0595	0.0012	no_vs_tip_invariant_sparse_fixed		
0	122	1.4285	0.1478	1.4338	0.1478	no_vs_tip_invariant_sparse_fixed		
0	123	0.6146	0.0586	0.6141	0.0586	no_vs_tip_invariant_sparse_fixed		
0	124	2.1442	0.0995	2.121	0.0995	no_vs_tip_invariant_sparse_fixed		
0	125	1.5079	0.1411	1.5174	0.1411	no_vs_tip_invariant_sparse_fixed		
0	126	9.5556	0.4462	9.5031	0.4462	no_vs_tip_invariant_sparse_fixed		
0	127	0.1037	0.0313	0.1027	0.0313	no_vs_tip_invariant_sparse_fixed		
0	128	0.7761	0.1809	0.7771	0.1809	no_vs_tip_invariant_sparse_fixed		
0	129	0.0074	0.0002	0.0073	0.0002	no_vs_tip_invariant_sparse_fixed		
0	130	0.1577	0.0055	0.1564	0.0055	no_vs_tip_invariant_sparse_fixed		
0	131	2.0096	0.3012	2.0225	0.3012	no_vs_tip_invariant_sparse_fixed		
0	132	1.9576	0.3173	1.9651	0.3173	no_vs_tip_invariant_sparse_fixed		
0	133	2.776	0.2911	2.8	0.2911	no_vs_tip_invariant_sparse_fixed		
0	134	5.2484	0.5385	5.3012	0.5385	no_vs_tip_invariant_sparse_fixed		
0	135	2.7207	0.5613	2.7461	0.5613	no_vs_tip_invariant_sparse_fixed		
0	136	0.8119	0.1542	0.8193	0.1542	no_vs_tip_invariant_sparse_fixed		
0	137	0.4312	0.1417	0.4371	0.1417	no_vs_tip_invariant_sparse_fixed		
1	3	0.0001	0.0	0.0001	0.0	no_vs_tip_invariant_sparse_fixed		
1	5	9.4227	10.2205	9.3705	10.2205	no_vs_tip_invariant_sparse_fixed		
1	8	3.3627	2.3157	3.3347	2.3157	no_vs_tip_invariant_sparse_fixed		
1	9	0.0001	0.0001	0.0001	0.0001	no_vs_tip_invariant_sparse_fixed		
1	10	1001.8828	1.9965	997.8616	1.9965	no_vs_tip_invariant_sparse_fixed		
1	11	1.5934	1.1349	1.5899	1.1349	no_vs_tip_invariant_sparse_fixed		
1	12	1.3655	1.9719	1.3832	1.9719	no_vs_tip_invariant_sparse_fixed		
1	13	0.1205	0.0038	0.1195	0.0038	no_vs_tip_invariant_sparse_fixed		
1	14	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
1	15	0.002	0.0007	0.0021	0.0007	no_vs_tip_invariant_sparse_fixed		
1	16	0.0639	0.0085	0.0633	0.0085	no_vs_tip_invariant_sparse_fixed		
1	17	0.6112	0.282	0.6067	0.282	no_vs_tip_invariant_sparse_fixed		
1	18	4.2121	0.8156	4.1937	0.8156	no_vs_tip_invariant_sparse_fixed		
1	19	0.0002	0.0002	0.0002	0.0002	no_vs_tip_invariant_sparse_fixed		
1	20	0.0011	0.0002	0.0011	0.0002	no_vs_tip_invariant_sparse_fixed		
1	21	0.0021	0.0003	0.002	0.0003	no_vs_tip_invariant_sparse_fixed		
1	22	0.0095	0.0	0.0094	0.0	no_vs_tip_invariant_sparse_fixed		
1	23	0.3748	0.0024	0.3703	0.0024	no_vs_tip_invariant_sparse_fixed		
1	24	1.3061	0.0024	1.2915	0.0024	no_vs_tip_invariant_sparse_fixed		
1	25	0.3952	2.207	0.3928	2.207	no_vs_tip_invariant_sparse_fixed		
1	26	308.7568	7.946	306.6283	7.946	no_vs_tip_invariant_sparse_fixed		
1	27	0.0694	0.0162	0.07	0.0162	no_vs_tip_invariant_sparse_fixed		
1	28	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
1	29	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
1	30	0.0003	0.0	0.0003	0.0	no_vs_tip_invariant_sparse_fixed		
1	31	4.1251	0.0021	4.0919	0.0021	no_vs_tip_invariant_sparse_fixed		
1	32	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
1	33	11.3419	4.8878	11.2605	4.8878	no_vs_tip_invariant_sparse_fixed		
1	34	32.5585	0.8027	32.2822	0.8027	no_vs_tip_invariant_sparse_fixed		
1	35	22.1159	8.8362	21.9825	8.8362	no_vs_tip_invariant_sparse_fixed		
1	36	2.5327	0.2797	2.5329	0.2797	no_vs_tip_invariant_sparse_fixed		
1	37	2.7258	0.3435	2.7234	0.3435	no_vs_tip_invariant_sparse_fixed		
1	38	0.0388	0.0079	0.0385	0.0079	no_vs_tip_invariant_sparse_fixed		
1	39	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
1	40	1.1936	3.9898	1.2069	3.9898	no_vs_tip_invariant_sparse_fixed		
1	41	0.3166	1.001	0.3169	1.001	no_vs_tip_invariant_sparse_fixed		
1	42	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
1	43	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
1	44	3.0667	0.0064	3.0588	0.0064	no_vs_tip_invariant_sparse_fixed		
1	45	0.2299	0.0073	0.2284	0.0073	no_vs_tip_invariant_sparse_fixed		
1	46	0.0045	0.001	0.0045	0.001	no_vs_tip_invariant_sparse_fixed		
1	47	0.0024	0.0003	0.0024	0.0003	no_vs_tip_invariant_sparse_fixed		
1	48	0.0089	0.0027	0.0088	0.0027	no_vs_tip_invariant_sparse_fixed		
1	49	1.4378	1.0258	1.437	1.0258	no_vs_tip_invariant_sparse_fixed		
1	50	0.4832	0.2624	0.4787	0.2624	no_vs_tip_invariant_sparse_fixed		
1	51	0.212	1.0307	0.2125	1.0307	no_vs_tip_invariant_sparse_fixed		
1	52	1.9839	0.2495	1.9687	0.2495	no_vs_tip_invariant_sparse_fixed		
1	53	0.0004	0.0001	0.0004	0.0001	no_vs_tip_invariant_sparse_fixed		
1	54	2.0675	2.9005	2.0873	2.9005	no_vs_tip_invariant_sparse_fixed		
1	55	11.5143	0.0076	11.4542	0.0076	no_vs_tip_invariant_sparse_fixed		
1	56	25.8034	0.9988	25.6541	0.9988	no_vs_tip_invariant_sparse_fixed		
1	57	0.0652	0.0017	0.0646	0.0017	no_vs_tip_invariant_sparse_fixed		
1	58	2.7433	0.0005	2.7295	0.0005	no_vs_tip_invariant_sparse_fixed		
1	59	0.2484	0.3035	0.2465	0.3035	no_vs_tip_invariant_sparse_fixed		
1	60	1.7235	0.6737	1.7162	0.6737	no_vs_tip_invariant_sparse_fixed		
1	61	0.0841	0.0579	0.0851	0.0579	no_vs_tip_invariant_sparse_fixed		
1	62	0.8776	1.1994	0.8887	1.1994	no_vs_tip_invariant_sparse_fixed		
1	63	6.2262	0.5045	6.1951	0.5045	no_vs_tip_invariant_sparse_fixed		
1	64	4.2431	0.9377	4.2054	0.9377	no_vs_tip_invariant_sparse_fixed		
1	65	1.2611	0.9987	1.2607	0.9987	no_vs_tip_invariant_sparse_fixed		
1	66	0.7723	0.0012	0.7742	0.0012	no_vs_tip_invariant_sparse_fixed		
1	67	8.3544	0.6633	8.3177	0.6633	no_vs_tip_invariant_sparse_fixed		
1	68	154.6569	1.0062	153.5525	1.0062	no_vs_tip_invariant_sparse_fixed		
1	69	0.456	1.001	0.4564	1.001	no_vs_tip_invariant_sparse_fixed		
1	70	23.6667	0.8668	23.5481	0.8668	no_vs_tip_invariant_sparse_fixed		
1	71	0.0289	0.0069	0.0288	0.0069	no_vs_tip_invariant_sparse_fixed		
1	72	2.9484	1.0112	2.9217	1.0112	no_vs_tip_invariant_sparse_fixed		
1	73	2.266	1.3702	2.2528	1.3702	no_vs_tip_invariant_sparse_fixed		
1	74	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
1	75	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
1	76	0.0109	0.0003	0.0108	0.0003	no_vs_tip_invariant_sparse_fixed		
1	77	0.0807	0.0095	0.08	0.0095	no_vs_tip_invariant_sparse_fixed		
1	78	1.7457	0.8738	1.7276	0.8738	no_vs_tip_invariant_sparse_fixed		
1	79	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
1	80	0.4098	0.1355	0.4162	0.1355	no_vs_tip_invariant_sparse_fixed		
1	81	0.1404	0.0055	0.1392	0.0055	no_vs_tip_invariant_sparse_fixed		
1	82	0.0485	0.0023	0.0484	0.0023	no_vs_tip_invariant_sparse_fixed		
1	83	0.4093	0.1098	0.4061	0.1098	no_vs_tip_invariant_sparse_fixed		
1	84	0.6155	0.25	0.6153	0.25	no_vs_tip_invariant_sparse_fixed		
1	85	0.0469	0.0019	0.0465	0.0019	no_vs_tip_invariant_sparse_fixed		
1	86	2.9251	1.2501	2.9006	1.2501	no_vs_tip_invariant_sparse_fixed		
1	87	1.1557	0.2904	1.156	0.2904	no_vs_tip_invariant_sparse_fixed		
1	88	4.9853	0.7538	4.995	0.7538	no_vs_tip_invariant_sparse_fixed		
1	89	3.5838	3.9942	3.6332	3.9942	no_vs_tip_invariant_sparse_fixed		
1	90	3.2505	1.479	3.2334	1.479	no_vs_tip_invariant_sparse_fixed		
1	91	722.094	0.9965	717.6576	0.9965	no_vs_tip_invariant_sparse_fixed		
1	92	0.571	0.0008	0.5654	0.0008	no_vs_tip_invariant_sparse_fixed		
1	93	0.8061	1.9503	0.8091	1.9503	no_vs_tip_invariant_sparse_fixed		
1	94	0.6647	0.2536	0.6738	0.2536	no_vs_tip_invariant_sparse_fixed		
1	95	0.3139	0.0191	0.3122	0.0191	no_vs_tip_invariant_sparse_fixed		
1	96	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
1	97	0.0034	0.0003	0.0034	0.0003	no_vs_tip_invariant_sparse_fixed		
1	98	0.0045	0.003	0.0045	0.003	no_vs_tip_invariant_sparse_fixed		
1	99	3.9345	2.0904	3.9013	2.0904	no_vs_tip_invariant_sparse_fixed		
1	100	1.9186	0.509	1.9025	0.509	no_vs_tip_invariant_sparse_fixed		
1	101	996.2798	2.2638	989.3635	2.2638	no_vs_tip_invariant_sparse_fixed		
1	102	10.271	3.7714	10.4601	3.7714	no_vs_tip_invariant_sparse_fixed		
1	103	5.5231	4.4067	5.5066	4.4067	no_vs_tip_invariant_sparse_fixed		
1	104	0.6286	1.4887	0.6355	1.4887	no_vs_tip_invariant_sparse_fixed		
1	105	2.2955	0.5976	2.2964	0.5976	no_vs_tip_invariant_sparse_fixed		
1	106	9.9146	4.535	9.8941	4.535	no_vs_tip_invariant_sparse_fixed		
1	107	2.2126	0.4869	2.2164	0.4869	no_vs_tip_invariant_sparse_fixed		
1	108	2.2287	2.9304	2.2522	2.9304	no_vs_tip_invariant_sparse_fixed		
1	111	2.1567	3.0248	2.1653	3.0248	no_vs_tip_invariant_sparse_fixed		
1	112	0.826	3.8914	0.8251	3.8914	no_vs_tip_invariant_sparse_fixed		
1	113	0.0277	0.0117	0.0271	0.0117	no_vs_tip_invariant_sparse_fixed		
1	114	0.3833	0.069	0.3803	0.069	no_vs_tip_invariant_sparse_fixed		
1	115	3.8203	0.528	3.8284	0.528	no_vs_tip_invariant_sparse_fixed		
1	116	2.3709	0.3685	2.3653	0.3685	no_vs_tip_invariant_sparse_fixed		
1	118	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
1	119	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
1	120	0.025	0.0032	0.0248	0.0032	no_vs_tip_invariant_sparse_fixed		
1	121	0.5087	0.1709	0.5032	0.1709	no_vs_tip_invariant_sparse_fixed		
1	122	1.6238	0.4441	1.6183	0.4441	no_vs_tip_invariant_sparse_fixed		
1	123	10.5467	4.0291	10.4914	4.0291	no_vs_tip_invariant_sparse_fixed		
1	124	2.9112	4.012	2.9336	4.012	no_vs_tip_invariant_sparse_fixed		
1	125	2.0346	0.6568	2.0737	0.6568	no_vs_tip_invariant_sparse_fixed		
1	126	5.3851	1.251	5.3383	1.251	no_vs_tip_invariant_sparse_fixed		
1	127	1.3254	1.1893	1.3232	1.1893	no_vs_tip_invariant_sparse_fixed		
1	128	2.6629	2.2944	2.6438	2.2944	no_vs_tip_invariant_sparse_fixed		
1	129	0.1367	0.0003	0.1356	0.0003	no_vs_tip_invariant_sparse_fixed		
1	130	1.953	0.4489	1.9365	0.4489	no_vs_tip_invariant_sparse_fixed		
1	131	4.6618	2.1719	4.6476	2.1719	no_vs_tip_invariant_sparse_fixed		
1	132	1.4124	0.6197	1.4044	0.6197	no_vs_tip_invariant_sparse_fixed		
1	133	3.79	0.6868	3.7868	0.6868	no_vs_tip_invariant_sparse_fixed		
1	134	5.7166	0.7354	5.7274	0.7354	no_vs_tip_invariant_sparse_fixed		
1	135	5.3188	1.2216	5.3258	1.2216	no_vs_tip_invariant_sparse_fixed		
1	136	3.9831	1.2779	3.9857	1.2779	no_vs_tip_invariant_sparse_fixed		
1	137	4.7888	0.969	4.781	0.969	no_vs_tip_invariant_sparse_fixed		
2	5	2.4723	0.6308	2.4761	0.6308	no_vs_tip_invariant_sparse_fixed		
2	8	0.0417	0.0289	0.0417	0.0289	no_vs_tip_invariant_sparse_fixed		
2	9	0.0033	0.0014	0.0033	0.0014	no_vs_tip_invariant_sparse_fixed		
2	10	1.2476	0.021	1.2451	0.021	no_vs_tip_invariant_sparse_fixed		
2	11	2.029	2.0789	2.0558	2.0789	no_vs_tip_invariant_sparse_fixed		
2	12	0.2026	0.0403	0.2034	0.0403	no_vs_tip_invariant_sparse_fixed		
2	13	0.0023	0.0002	0.0023	0.0002	no_vs_tip_invariant_sparse_fixed		
2	14	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
2	15	0.0667	0.0005	0.0661	0.0005	no_vs_tip_invariant_sparse_fixed		
2	16	0.001	0.0001	0.001	0.0001	no_vs_tip_invariant_sparse_fixed		
2	17	0.4922	0.0679	0.4906	0.0679	no_vs_tip_invariant_sparse_fixed		
2	18	1.3857	0.1223	1.39	0.1223	no_vs_tip_invariant_sparse_fixed		
2	19	0.0004	0.0	0.0004	0.0	no_vs_tip_invariant_sparse_fixed		
2	20	0.005	0.0	0.0049	0.0	no_vs_tip_invariant_sparse_fixed		
2	21	0.0013	0.0	0.0013	0.0	no_vs_tip_invariant_sparse_fixed		
2	22	0.0002	0.0	0.0002	0.0	no_vs_tip_invariant_sparse_fixed		
2	23	0.0019	0.0	0.0018	0.0	no_vs_tip_invariant_sparse_fixed		
2	24	0.0003	0.0	0.0003	0.0	no_vs_tip_invariant_sparse_fixed		
2	25	0.4933	0.1827	0.4824	0.1827	no_vs_tip_invariant_sparse_fixed		
2	26	4.6645	0.0497	4.6247	0.0497	no_vs_tip_invariant_sparse_fixed		
2	27	0.0016	0.0	0.0016	0.0	no_vs_tip_invariant_sparse_fixed		
2	28	0.0009	0.0	0.0009	0.0	no_vs_tip_invariant_sparse_fixed		
2	29	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
2	30	1.67	0.0071	1.6517	0.0071	no_vs_tip_invariant_sparse_fixed		
2	31	0.077	0.0001	0.0764	0.0001	no_vs_tip_invariant_sparse_fixed		
2	32	0.0004	0.0	0.0004	0.0	no_vs_tip_invariant_sparse_fixed		
2	33	0.617	0.1555	0.6211	0.1555	no_vs_tip_invariant_sparse_fixed		
2	34	0.1356	0.0009	0.1341	0.0009	no_vs_tip_invariant_sparse_fixed		
2	35	0.2716	0.0468	0.2696	0.0468	no_vs_tip_invariant_sparse_fixed		
2	36	0.002	0.0003	0.002	0.0003	no_vs_tip_invariant_sparse_fixed		
2	37	1.5505	0.0661	1.5589	0.0661	no_vs_tip_invariant_sparse_fixed		
2	38	0.181	0.0065	0.1792	0.0065	no_vs_tip_invariant_sparse_fixed		
2	39	0.0899	0.0059	0.0904	0.0059	no_vs_tip_invariant_sparse_fixed		
2	40	4.1211	0.1957	4.103	0.1957	no_vs_tip_invariant_sparse_fixed		
2	41	3.5069	0.003	3.4955	0.003	no_vs_tip_invariant_sparse_fixed		
2	42	0.0573	0.0003	0.057	0.0003	no_vs_tip_invariant_sparse_fixed		
2	43	1.2998	0.0	1.2942	0.0	no_vs_tip_invariant_sparse_fixed		
2	44	0.0002	0.0	0.0002	0.0	no_vs_tip_invariant_sparse_fixed		
2	45	0.0024	0.0003	0.0024	0.0003	no_vs_tip_invariant_sparse_fixed		
2	46	27.3243	1.0333	27.2472	1.0333	no_vs_tip_invariant_sparse_fixed		
2	47	0.0025	0.0001	0.0025	0.0001	no_vs_tip_invariant_sparse_fixed		
2	48	4.7227	0.272	4.708	0.272	no_vs_tip_invariant_sparse_fixed		
2	49	2.1718	0.7796	2.1938	0.7796	no_vs_tip_invariant_sparse_fixed		
2	50	3.7601	1.1038	3.7899	1.1038	no_vs_tip_invariant_sparse_fixed		
2	51	0.2088	0.0705	0.2119	0.0705	no_vs_tip_invariant_sparse_fixed		
2	52	12.8359	1.1259	12.8985	1.1259	no_vs_tip_invariant_sparse_fixed		
2	53	0.0003	0.0001	0.0003	0.0001	no_vs_tip_invariant_sparse_fixed		
2	54	0.1614	0.2851	0.1622	0.2851	no_vs_tip_invariant_sparse_fixed		
2	55	29.9948	0.0451	29.8003	0.0451	no_vs_tip_invariant_sparse_fixed		
2	56	0.1981	0.0009	0.1966	0.0009	no_vs_tip_invariant_sparse_fixed		
2	57	0.0039	0.0	0.0039	0.0	no_vs_tip_invariant_sparse_fixed		
2	58	19.324	0.6629	19.2764	0.6629	no_vs_tip_invariant_sparse_fixed		
2	59	0.0723	0.0587	0.072	0.0587	no_vs_tip_invariant_sparse_fixed		
2	60	3.5872	1.7151	3.6142	1.7151	no_vs_tip_invariant_sparse_fixed		
2	61	6.235	0.6834	6.2616	0.6834	no_vs_tip_invariant_sparse_fixed		
2	62	8.4027	0.7618	8.3534	0.7618	no_vs_tip_invariant_sparse_fixed		
