branch_id_1	branch_id_2	is_fg	omegaCany2spe	ECNany2spe	ECSany2spe	method
3	64	N	0.0386	0.173	3.1513	codon_model
3	65	N	8226.9157	0.0319	0.3797	codon_model
3	66	N	0.205	0.0654	0.7138	codon_model
3	67	N	0.5379	0.1281	1.086	codon_model
3	68	N	0.0202	0.056	0.5338	codon_model
3	69	N	0.0	0.1045	0.9685	codon_model
3	70	N	0.6536	0.0704	0.766	codon_model
3	71	N	0.0048	0.1779	1.6553	codon_model
3	72	N	0.039	0.1796	3.0817	codon_model
3	73	N	11.2745	0.318	3.9418	codon_model
3	74	N	0.0	0.0131	0.165	codon_model
3	75	N	0.0	0.0216	0.4142	codon_model
3	76	N	4.848	0.0282	1.2456	codon_model
3	77	N	0.3416	0.0431	1.5904	codon_model
3	78	N	0.464	0.1939	2.7228	codon_model
3	79	N	0.0579	0.0523	0.8861	codon_model
3	80	N	0.5803	0.0898	1.4487	codon_model
3	81	N	0.0032	0.0169	0.8198	codon_model
3	82	N	0.0984	0.0259	1.4038	codon_model
3	83	N	1.6843	0.1149	2.9233	codon_model
3	84	N	12.5704	0.0661	2.7585	codon_model
3	85	N	7.1451	0.1792	2.6109	codon_model
3	86	N	0.6388	0.1533	2.9471	codon_model
3	87	N	8.0748	0.2117	3.205	codon_model
3	88	N	1.815	0.2045	3.4135	codon_model
3	89	N	1.3107	0.2675	4.0874	codon_model
3	90	N	0.0023	0.3518	1.9522	codon_model
3	91	N	0.0005	0.0629	1.0498	codon_model
3	92	N	0.0874	0.0202	0.8241	codon_model
3	93	N	0.0194	0.3428	4.5281	codon_model
3	94	N	3.1344	0.2099	2.8765	codon_model
3	95	N	19.4621	0.3058	1.4534	codon_model
3	96	N	0.0255	0.0315	0.6174	codon_model
3	97	N	7.4651	0.0378	1.0519	codon_model
3	98	N	0.0072	0.107	0.9264	codon_model
3	99	N	6.5372	0.2436	2.3164	codon_model
3	100	N	0.4976	0.1322	2.0471	codon_model
3	101	N	0.0293	0.0478	0.6664	codon_model
3	102	N	0.0207	0.1723	1.2796	codon_model
3	103	N	2.3248	0.4162	2.7875	codon_model
3	104	N	2.4755	0.1708	1.2383	codon_model
3	105	N	51.8091	0.2955	2.0702	codon_model
3	106	N	6.6466	0.4286	3.8657	codon_model
3	107	N	1.0116	0.3231	2.9796	codon_model
3	108	N	0.824	0.4692	4.5862	codon_model
3	111	N	0.0106	0.2172	3.0113	codon_model
3	112	N	0.2858	0.5494	5.1467	codon_model
3	113	N	5.3232	0.1596	3.573	codon_model
3	114	N	1.2057	0.0848	2.5168	codon_model
3	115	N	0.5594	0.1733	2.4877	codon_model
3	116	N	9.424	0.1941	3.3242	codon_model
3	118	N	0.0016	0.0254	0.7601	codon_model
3	119	N	9.113	0.0314	1.1023	codon_model
3	120	N	0.7047	0.0826	2.055	codon_model
3	121	N	0.3199	0.121	3.5346	codon_model
3	122	N	0.0008	0.2013	1.273	codon_model
3	123	N	0.5197	0.3316	1.8703	codon_model
3	124	N	0.0567	0.1384	1.1656	codon_model
3	125	N	1.1584	0.1367	1.2124	codon_model
3	126	N	5.2188	0.1252	1.9002	codon_model
3	127	N	0.7546	0.1872	4.3931	codon_model
3	128	N	0.5473	0.437	4.4593	codon_model
3	129	N	0.051	0.0685	1.3308	codon_model
3	130	N	20.1149	0.1052	2.5234	codon_model
3	131	N	1.969	0.3112	2.9283	codon_model
3	132	N	1.0069	0.3514	4.0135	codon_model
3	133	N	8.0847	0.2245	3.438	codon_model
3	134	N	1.8585	0.2048	3.422	codon_model
3	135	N	1.495	0.2333	4.0864	codon_model
3	136	N	1.0134	0.233	4.0855	codon_model
3	137	N	1.1435	0.1877	3.9866	codon_model
4	8	N	0.7097	0.8663	9.7431	codon_model
4	9	N	0.534	0.2335	1.4032	codon_model
4	10	N	0.0049	0.2255	1.7117	codon_model
4	11	N	4.6277	1.3228	10.3464	codon_model
4	12	N	4.1768	0.2859	2.696	codon_model
4	13	N	1.0785	0.145	2.2188	codon_model
4	14	N	0.0013	0.0459	0.9495	codon_model
4	15	N	0.0508	0.1572	3.4484	codon_model
4	16	N	0.1054	0.1912	3.2745	codon_model
4	17	N	1.2304	0.6535	7.8425	codon_model
4	18	N	0.7402	0.3552	6.4389	codon_model
4	19	N	0.0035	0.0662	1.6476	codon_model
4	20	N	0.0002	0.0757	1.7002	codon_model
4	21	N	0.0531	0.0285	0.7498	codon_model
4	22	N	0.0	0.0313	0.6009	codon_model
4	23	N	0.0105	0.0479	1.0518	codon_model
4	24	N	0.0056	0.0812	1.3448	codon_model
4	25	N	0.0419	0.8077	6.1062	codon_model
4	26	N	3.5828	0.3994	2.8743	codon_model
4	27	N	0.0081	0.0349	1.4116	codon_model
4	28	N	0.2922	0.0534	0.5945	codon_model
4	29	N	0.0	0.0062	0.2942	codon_model
4	30	N	0.0044	0.2265	1.8786	codon_model
4	31	N	0.0002	0.0595	0.4822	codon_model
4	32	N	0.0	0.1791	1.8824	codon_model
4	33	N	7.0545	0.3894	3.3082	codon_model
4	34	N	0.0037	0.0854	1.1753	codon_model
4	35	N	1.0113	0.4824	2.2479	codon_model
4	36	N	0.0075	0.1113	2.7759	codon_model
